argumentTypeId	argumentTypeName	argumentReasonId	argumentReasonName	sourceTaxonId	sourceTaxonName	sourceTaxonRankName	sourceTaxonKingdomId	sourceTaxonKingdomName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	targetTaxonRankName	targetTaxonKingdomId	targetTaxonKingdomName	referenceUrl	referenceDoi	referenceCitation
https://en.wiktionary.org/wiki/refute	refute		Bird (Aves) are unlikely parasites of mites (Acari)	ITIS:174371	Aves	class	ITIS:202423	Animalia  	http://purl.obolibrary.org/obo/RO_0002444	parasite of	ITIS:733321	Acari	subclass	ITIS:202423	Animalia			Katja Schulz. 2020. Personal Communication.
